Term,CRN,CourseTitle,Subject,CourseNumber,Section,SUBJ_NMBR,SUBJ_NMBR_SECT,Xlst_Group_Identifier,Course_Campus,Course_Campus_Name,Max_Enrl,Enrl_Actual,Seats_Avail,Reserved_Seating_Ind,Wait_List_Count_for_Section,RegStatusCode,RegStatusDesc,College_of_the_Course,StudentLevel,College_of_the_Student,Major,Student_Campus,TotalSemesterHours,TotalOnlineHours,Course_Location,Part_of_term_code,Schedule_type_code,Schedule_type_desc
202510,10895,INTRO TO THE VISUAL ARTS,ART,101,1,ART-101,ART-101-01,,1,CHICAGO CAMPUS,50,45,5,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,12199,FIRST YEAR SUCCESS COURSE,FYS,101,01X,FYS-101,FYS-101-01X,,1,CHICAGO CAMPUS,25,21,4,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,12427,INTRO TO ENVIRONMENTAL SCI,PHSC,105,2,PHSC-105,PHSC-105-02,,1,CHICAGO CAMPUS,45,41,4,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,12493,PUBLIC SPEAKING,COMM,101,3,COMM-101,COMM-101-03,,1,CHICAGO CAMPUS,20,19,1,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,13296,COMPI: CRITICAL READ & WRITING,ENG,101,06B,ENG-101,ENG-101-06B,,1,CHICAGO CAMPUS,24,22,2,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,14599,PHILOSOPHIES OF LIFE,PHIL,102,1,PHIL-102,PHIL-102-01,,1,CHICAGO CAMPUS,40,31,9,,0,RE,**Registered**,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,11029,PRINCIPLES OF FINANCE,FIN,311,1,FIN-311,FIN-311-01,,1,CHICAGO CAMPUS,40,36,4,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,16,10,2: Schaumburg Course,1,A,Lecture
202510,11041,HUMAN RESOURCE MANAGEMENT,HRM,311,1,HRM-311,HRM-311-01,,1,CHICAGO CAMPUS,35,8,27,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,16,10,2: Schaumburg Course,1,A,Lecture
202510,11059,OPERATIONS MANAGEMENT,MGMT,300,98,MGMT-300,MGMT-300-98,,8,ONLINE,35,30,5,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,16,10,3: Online Course,1,D,Online
202510,13369,TRANSFER SUCCESS 101,TRS,101,98G,TRS-101,TRS-101-98G,,8,ONLINE,50,40,10,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,16,10,3: Online Course,1,D,Online
202510,13934,SUPPLY CHAIN MANAGEMENT,MGMT,355,98,MGMT-355,MGMT-355-98,,8,ONLINE,40,30,10,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,16,10,3: Online Course,1,D,Online
202510,14568,INT'L MKTG STRATEGIES,MKTG,362,98A,MKTG-362,MKTG-362-98A,,8,ONLINE,25,19,6,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Management,CHICAGO CAMPUS,16,10,3: Online Course,1,D,Online
202510,12519,IND. COACHING & FIELD EXP. 3,ECHD,448,1,ECHD-448,ECHD-448-01,ER,1,CHICAGO CAMPUS,12,12,0,,0,RE,**Registered**,,Graduate,"College of Humanities, Education & Social Sciences",Early Childhood Education,CHICAGO CAMPUS,13,40,2: Schaumburg Course,1,K,Field Experience
202510,12840,"CHILD, FAM, COMM, & ECE PHIL",ECHD,410,98,ECHD-410,ECHD-410-98,ZB,8,ONLINE,25,15,10,,0,RE,**Registered**,,Graduate,"College of Humanities, Education & Social Sciences",Early Childhood Education,CHICAGO CAMPUS,13,40,3: Online Course,1,D,Online
202510,12842,"INTERGR, HLTH, ARTS, & PE CURR",EDUC,421,10,EDUC-421,EDUC-421-10,V5,1,CHICAGO CAMPUS,30,29,1,,0,RE,**Registered**,,Graduate,"College of Humanities, Education & Social Sciences",Early Childhood Education,CHICAGO CAMPUS,13,40,2: Schaumburg Course,1,A,Lecture
202510,13513,MTHDS & MTRLS TCHG ESL,DLED,475,98,DLED-475,DLED-475-98,,8,ONLINE,25,19,6,,0,RW,Web Registered,,Graduate,"College of Humanities, Education & Social Sciences",Early Childhood Education,CHICAGO CAMPUS,13,40,3: Online Course,3B,D,Online
202510,13632,STRAT/MAT LIT & SOC STUD K-8,READ,433,10,READ-433,READ-433-10,Z8,1,CHICAGO CAMPUS,25,15,10,,0,RE,**Registered**,,Graduate,"College of Humanities, Education & Social Sciences",Early Childhood Education,CHICAGO CAMPUS,13,40,2: Schaumburg Course,1,A,Lecture
202510,10884,OPERATING SYSTEMS,CST,317,1,CST-317,CST-317-01,B7,1,CHICAGO CAMPUS,25,16,9,,0,RE,**Registered**,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,9,3,2: Schaumburg Course,1,A,Lecture
202510,14187,INTRODUCTION TO PROGRAMMING,CST,354,98,CST-354,CST-354-98,K1,8,ONLINE,25,14,11,,0,RE,**Registered**,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,9,3,3: Online Course,1,D,Online
202510,14304,SYSTEMS PROGRAMMING,CST,457,6,CST-457,CST-457-06,,1,CHICAGO CAMPUS,25,24,1,,0,RE,**Registered**,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,9,3,2: Schaumburg Course,1,A,Lecture
202510,10094,VOICE & SPEECH FOR THE ACTOR I,THAR,220,1,THAR-220,THAR-220-01,,1,CHICAGO CAMPUS,25,25,0,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,10806,FUNDAMENTALS OF ACTING I,THAR,206,3,THAR-206,THAR-206-03,,1,CHICAGO CAMPUS,24,23,1,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,11579,THEATRE PRODUCTION PRACTICUM,THAR,350,11B,THAR-350,THAR-350-11B,,1,CHICAGO CAMPUS,50,18,32,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,P,Performance
202510,13211,EXERCISE SCI,FIT,100,1,FIT-100,FIT-100-01,,1,CHICAGO CAMPUS,45,43,2,,0,RE,**Registered**,,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,14626,"MUSICIANSHIP I, WRITTEN/AURAL",MTHR,121,4,MTHR-121,MTHR-121-04,EE,1,CHICAGO CAMPUS,25,27,-2,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,14627,VOCAL ENSEMBLE,MTHR,201,1,MTHR-201,MTHR-201-01,,1,CHICAGO CAMPUS,150,102,48,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,A,Lecture
202510,14667,"BALLET, LEVEL I",TDAN,221,2,TDAN-221,TDAN-221-02,,1,CHICAGO CAMPUS,20,19,1,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,1,EN,Ensemble
202510,14732,INTRO TO PERFORMING ART TECH,PAID,101,8,PAID-101,PAID-101-08,,1,CHICAGO CAMPUS,40,21,19,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,16,,2: Schaumburg Course,3B,A,Lecture
202510,11207,GENERAL CHEMISTRY I-LECT,CHEM,201,01A,CHEM-201,CHEM-201-01A,,1,CHICAGO CAMPUS,48,43,5,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Medical Technology,CHICAGO CAMPUS,13,9,2: Schaumburg Course,1,A,Lecture
202510,11209,GENERAL CHEMISTRY I-DISC & LAB,CHEM,201,01C,CHEM-201,CHEM-201-01C,,1,CHICAGO CAMPUS,24,22,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Medical Technology,CHICAGO CAMPUS,13,9,2: Schaumburg Course,1,B,Lab
202510,13116,INTRO TO THE VISUAL ARTS,ART,101,3,ART-101,ART-101-03,,1,CHICAGO CAMPUS,50,42,8,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Medical Technology,CHICAGO CAMPUS,13,9,2: Schaumburg Course,1,A,Lecture
202510,14143,ORGANISMIC BIOLOGY- LECT,BIOL,201,1,BIOL-201,BIOL-201-01,,1,CHICAGO CAMPUS,48,35,13,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Medical Technology,CHICAGO CAMPUS,13,9,2: Schaumburg Course,1,A,Lecture
202510,14145,ORGANISMIC BIOLOGY - LAB,BIOL,201,01C,BIOL-201,BIOL-201-01C,,1,CHICAGO CAMPUS,24,11,13,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Medical Technology,CHICAGO CAMPUS,13,9,2: Schaumburg Course,1,B,Lab
202510,11035,INT'L FINANCIAL ANALYSIS,FIN,354,98,FIN-354,FIN-354-98,,8,ONLINE,35,30,5,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Finance,CHICAGO CAMPUS,15,53,3: Online Course,1,D,Online
202510,11059,OPERATIONS MANAGEMENT,MGMT,300,98,MGMT-300,MGMT-300-98,,8,ONLINE,35,30,5,,0,RE,**Registered**,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Finance,CHICAGO CAMPUS,15,53,3: Online Course,1,D,Online
202510,11165,PRINCIPLES OF ADVERTISING,MKTG,331,24,MKTG-331,MKTG-331-24,YH,2,SCHAUMBURG CAMPUS,35,17,18,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Finance,CHICAGO CAMPUS,15,53,1: Chicago Course,1,A,Lecture
202510,11167,MKTG STRATEGY & PLANNING,MKTG,344,98,MKTG-344,MKTG-344-98,,8,ONLINE,35,10,25,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Finance,CHICAGO CAMPUS,15,53,3: Online Course,1,D,Online
202510,11286,FINANCIAL STATEMENT ANALYSIS,FIN,352,1,FIN-352,FIN-352-01,GZ,1,CHICAGO CAMPUS,35,25,10,,0,RE,**Registered**,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,Finance,CHICAGO CAMPUS,15,53,2: Schaumburg Course,1,A,Lecture
202510,13233,ADULT MED NURS3 (LECT),NURS,340,01A,NURS-340,NURS-340-01A,,1,CHICAGO CAMPUS,22,11,11,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nursing,CHICAGO CAMPUS,14,13,2: Schaumburg Course,3A,A,Lecture
202510,13240,RESEARCH METHODS FOR HEALTHCAR,NURS,310,1,NURS-310,NURS-310-01,,1,CHICAGO CAMPUS,22,13,9,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nursing,CHICAGO CAMPUS,14,13,2: Schaumburg Course,1,A,Lecture
202510,13302,ADULT MED NURS3 (CLINICAL),NURS,340,01C,NURS-340,NURS-340-01C,,O,OFF CAMPUS,8,6,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nursing,CHICAGO CAMPUS,14,13,4: All Other Courses,3A,CL,Clinical Course
202510,13306,NURS ASSESS5,NURS,341,3,NURS-341,NURS-341-03,,1,CHICAGO CAMPUS,6,6,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nursing,CHICAGO CAMPUS,14,13,2: Schaumburg Course,3A,A,Lecture
202510,13311,NURSING ASSESSMENT VI,NURS,361,3,NURS-361,NURS-361-03,,1,CHICAGO CAMPUS,6,6,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nursing,CHICAGO CAMPUS,14,13,2: Schaumburg Course,3B,A,Lecture
202510,13929,ADULT MED/SURGICAL: NURS IV,NURS,360,1,NURS-360,NURS-360-01,,1,CHICAGO CAMPUS,22,16,6,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nursing,CHICAGO CAMPUS,14,13,2: Schaumburg Course,3B,A,Lecture
202510,13931,ADULT MED/SURG:NURS IV(CLIN),NURS,360,01C,NURS-360,NURS-360-01C,,O,OFF CAMPUS,6,8,-2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nursing,CHICAGO CAMPUS,14,13,4: All Other Courses,3B,CL,Clinical Course
202510,13138,FOUNDATIONS HEALTH EDUCATION,HCA,360,98,HCA-360,HCA-360-98,,8,ONLINE,40,44,-4,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,38,3: Online Course,1,D,Online
202510,13540,SUSTAINABLE FUTURE,SUST,210,98,SUST-210,SUST-210-98,,8,ONLINE,25,25,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,38,3: Online Course,3A,D,Online
202510,13585,ADVANCED EXERCISE PHYSIOLOGY,AHS,351,1,AHS-351,AHS-351-01,,1,CHICAGO CAMPUS,30,25,5,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,38,2: Schaumburg Course,1,A,Lecture
202510,13944,STRENGTH & CONDITIONING,FIT,375,1,FIT-375,FIT-375-01,,1,CHICAGO CAMPUS,30,29,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,38,2: Schaumburg Course,1,A,Lecture
202510,14335,EXERCISE SCI,FIT,100,98,FIT-100,FIT-100-98,,8,ONLINE,24,23,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar","Exercise, Nutrition and Health",CHICAGO CAMPUS,15,38,3: Online Course,1,D,Online
202510,12223,INTRODUCTION TO DATA ANALYTICS,DSIT,103,98,DSIT-103,DSIT-103-98,,8,ONLINE,25,27,-2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Health Science Administration,CHICAGO CAMPUS,15,58,3: Online Course,1,D,Online
202510,12470,PUBLIC HEALTH ISSUES AND IDEAS,HSAD,250,98,HSAD-250,HSAD-250-98,EL,8,ONLINE,25,24,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Health Science Administration,CHICAGO CAMPUS,15,58,3: Online Course,1,D,Online
202510,12471,INTRAPROFESSIONAL TEAMS,HSAD,360,98,HSAD-360,HSAD-360-98,,8,ONLINE,25,25,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Health Science Administration,CHICAGO CAMPUS,15,58,3: Online Course,1,D,Online
202510,12496,HEALTH POLICY,HSAD,352,98,HSAD-352,HSAD-352-98,AC,8,ONLINE,25,24,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Health Science Administration,CHICAGO CAMPUS,15,58,3: Online Course,3A,D,Online
202510,13864,IPHONE/DEMOCRATIC CAMERA,ART,301,1,ART-301,ART-301-01,AH,1,CHICAGO CAMPUS,16,16,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Health Science Administration,CHICAGO CAMPUS,15,58,2: Schaumburg Course,1,C,Lecture/Lab/Field Experience
202510,11163,STATISTICS FOR BUS DECISIONS,MGMT,403,1,MGMT-403,MGMT-403-01,BA,1,CHICAGO CAMPUS,40,28,12,,0,RW,Web Registered,W E Heller Col of Business,Graduate,W E Heller Col of Business,Business Administration,CHICAGO CAMPUS,9,6,2: Schaumburg Course,3A,A,Lecture
202510,12452,ACCOUNTING FOR EXECUTIVES,ACCT,405,98,ACCT-405,ACCT-405-98,,8,ONLINE,40,22,18,,0,RE,**Registered**,W E Heller Col of Business,Graduate,W E Heller Col of Business,Business Administration,CHICAGO CAMPUS,9,6,3: Online Course,1,D,Online
202510,12851,PEOPLE MGMT & ORG BEHAVIOR,MGMT,423,1,MGMT-423,MGMT-423-01,,1,CHICAGO CAMPUS,30,14,16,,0,RW,Web Registered,W E Heller Col of Business,Graduate,W E Heller Col of Business,Business Administration,CHICAGO CAMPUS,9,6,2: Schaumburg Course,1,A,Lecture
202510,10944,INTRODUCTORY STATISTICS,PSYC,200,1,PSYC-200,PSYC-200-01,,1,CHICAGO CAMPUS,40,34,6,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,12,6,2: Schaumburg Course,1,A,Lecture
202510,10952,RESEARCH METHODS,PSYC,285,1,PSYC-285,PSYC-285-01,,1,CHICAGO CAMPUS,40,33,7,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,12,6,2: Schaumburg Course,1,A,Lecture
202510,14435,PHILOSOPHY OF RELIGION,PHIL,204,1,PHIL-204,PHIL-204-01,,1,CHICAGO CAMPUS,35,16,19,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,12,6,2: Schaumburg Course,1,A,Lecture
202510,14599,PHILOSOPHIES OF LIFE,PHIL,102,1,PHIL-102,PHIL-102-01,,1,CHICAGO CAMPUS,40,31,9,,0,RE,**Registered**,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,12,6,2: Schaumburg Course,1,A,Lecture
202510,10946,ABNORMAL PSYCHOLOGY,PSYC,201,1,PSYC-201,PSYC-201-01,,1,CHICAGO CAMPUS,40,21,19,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,14,10,2: Schaumburg Course,1,A,Lecture
202510,11193,BIOCHEMISTRY,BCHM,355,1,BCHM-355,BCHM-355-01,XI,1,CHICAGO CAMPUS,40,26,14,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,14,10,2: Schaumburg Course,1,A,Lecture
202510,11202,MICROBIOLOGY-LAB,BIOL,360,01B,BIOL-360,BIOL-360-01B,DT,1,CHICAGO CAMPUS,24,23,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,14,10,2: Schaumburg Course,1,B,Lab
202510,11320,BRAIN AND BEHAVIOR,PSYC,336,98,PSYC-336,PSYC-336-98,GF,8,ONLINE,30,31,-1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,14,10,3: Online Course,1,D,Online
202510,11600,MICROBIOLOGY-LECTURE,BIOL,360,01A,BIOL-360,BIOL-360-01A,DS,1,CHICAGO CAMPUS,24,23,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,14,10,2: Schaumburg Course,1,A,Lecture
202510,11554,BASIC CLINICAL SKILLS,PSYC,519,11,PSYC-519,PSYC-519-11,Z4,1,CHICAGO CAMPUS,22,16,6,,0,RW,Web Registered,,Graduate,"College of Humanities, Education & Social Sciences",Clin Psych (Counslng Practice),CHICAGO CAMPUS,9,9,2: Schaumburg Course,1,A,Lecture
202510,12446,ADVANCED RESEARCH METHODS,PSYC,530,98,PSYC-530,PSYC-530-98,,8,ONLINE,30,22,8,,0,RW,Web Registered,,Graduate,"College of Humanities, Education & Social Sciences",Clin Psych (Counslng Practice),CHICAGO CAMPUS,9,9,3: Online Course,1,D,Online
202510,12447,PSYCHOPATHOLOGY,PSYC,516,98,PSYC-516,PSYC-516-98,,8,ONLINE,30,17,13,,0,RW,Web Registered,,Graduate,"College of Humanities, Education & Social Sciences",Clin Psych (Counslng Practice),CHICAGO CAMPUS,9,9,3: Online Course,1,D,Online
202510,11316,COMPI: CRITICAL READ & WRITING,ENG,101,07A,ENG-101,ENG-101-07A,,1,CHICAGO CAMPUS,24,20,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,6,2: Schaumburg Course,1,A,Lecture
202510,12191,FIRST YEAR SUCCESS COURSE,FYS,101,01I,FYS-101,FYS-101-01I,,1,CHICAGO CAMPUS,25,21,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,6,2: Schaumburg Course,1,A,Lecture
202510,12544,MATHEMATICAL FOUNDATIONS,MATH,10,4,MATH-010,MATH-010-04,,1,CHICAGO CAMPUS,24,20,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,6,2: Schaumburg Course,1,A,Lecture
202510,13254,LIFE SCIENCE BIOLOGY,AHS,120,1,AHS-120,AHS-120-01,,1,CHICAGO CAMPUS,30,26,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,6,2: Schaumburg Course,1,A,Lecture
202510,14052,INTRODUCTION TO SOCIOLOGY,SOC,101,2,SOC-101,SOC-101-02,,1,CHICAGO CAMPUS,35,30,5,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,6,2: Schaumburg Course,1,A,Lecture
202510,14563,PUBLIC SPEAKING,COMM,101,06A,COMM-101,COMM-101-06A,,1,CHICAGO CAMPUS,20,16,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,6,2: Schaumburg Course,1,A,Lecture
202510,11319,CHILDHOOD AND ADOLESCENCE,PSYC,254,98,PSYC-254,PSYC-254-98,,8,ONLINE,30,29,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,7,3: Online Course,1,D,Online
202510,11869,ELEMENTARY STATISTICS,MATH,217,98A,MATH-217,MATH-217-98A,CB,8,ONLINE,25,21,4,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,7,3: Online Course,1,D,Online
202510,13609,TRANSFER SUCCESS 101,TRS,101,98M,TRS-101,TRS-101-98M,,8,ONLINE,50,44,6,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,7,3: Online Course,1,D,Online
202510,14326,GENERAL CHEMISTRY I-DISC & LAB,CHEM,201,01E,CHEM-201,CHEM-201-01E,,1,CHICAGO CAMPUS,24,21,3,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,7,2: Schaumburg Course,1,B,Lab
202510,14475,GENERAL CHEMISTRY I-LECT,CHEM,201,02A,CHEM-201,CHEM-201-02A,,1,CHICAGO CAMPUS,48,46,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,12,7,2: Schaumburg Course,1,A,Lecture
202510,10094,VOICE & SPEECH FOR THE ACTOR I,THAR,220,1,THAR-220,THAR-220-01,,1,CHICAGO CAMPUS,25,25,0,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,14624,"MUSICIANSHIP I, WRITTEN/AURAL",MTHR,121,2,MTHR-121,MTHR-121-02,EC,1,CHICAGO CAMPUS,25,28,-3,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,14627,VOCAL ENSEMBLE,MTHR,201,1,MTHR-201,MTHR-201-01,,1,CHICAGO CAMPUS,150,102,48,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,14669,"BALLET, LEVEL I",TDAN,221,4,TDAN-221,TDAN-221-04,,1,CHICAGO CAMPUS,20,19,1,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,EN,Ensemble
202510,14680,FUNDAMENTALS OF ACTING I,THAR,206,6,THAR-206,THAR-206-06,,1,CHICAGO CAMPUS,25,26,-1,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,A,Lecture
202510,14684,THEATRE PRODUCTION PRACTICUM,THAR,350,1,THAR-350,THAR-350-1,,1,CHICAGO CAMPUS,50,46,4,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,12,,2: Schaumburg Course,1,P,Performance
202510,14733,INTRO TO PERFORMING ART TECH,PAID,101,01A,PAID-101,PAID-101-01A,,1,CHICAGO CAMPUS,40,18,22,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Musical Theater,CHICAGO CAMPUS,12,,2: Schaumburg Course,3B,A,Lecture
202510,10896,PAINTING I,ART,215,1,ART-215,ART-215-01,AU,1,CHICAGO CAMPUS,20,16,4,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,A,Lecture
202510,11156,CALCULUS I,MATH,231,1,MATH-231,MATH-231-01,,1,CHICAGO CAMPUS,30,29,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,A,Lecture
202510,11216,ORGANIC CHEMISTRY I - LECT,CHEM,211,01A,CHEM-211,CHEM-211-01A,,1,CHICAGO CAMPUS,54,46,8,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,A,Lecture
202510,11218,ORGANIC CHEMISTRY I-DISC & LAB,CHEM,211,01C,CHEM-211,CHEM-211-01C,,1,CHICAGO CAMPUS,18,15,3,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,B,Lab
202510,14409,FORENSIC SCIENCE,PSYC,106,98,PSYC-106,PSYC-106-98,,8,ONLINE,30,30,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,15,3: Online Course,1,D,Online
