Term,CRN,CourseTitle,Subject,CourseNumber,Section,SUBJ_NMBR,SUBJ_NMBR_SECT,Xlst_Group_Identifier,Course_Campus,Course_Campus_Name,Max_Enrl,Enrl_Actual,Seats_Avail,Reserved_Seating_Ind,Wait_List_Count_for_Section,RegStatusCode,RegStatusDesc,College_of_the_Course,StudentLevel,College_of_the_Student,Major,Student_Campus,TotalSemesterHours,TotalOnlineHours,Course_Location,Part_of_term_code,Schedule_type_code,Schedule_type_desc
202510,13802,ELEMENTARY STATISTICS,MATH,217,98,MATH-217,MATH-217-98,AO,8,ONLINE,25,24,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,21,3: Online Course,1,D,Online
202510,14041,ANCIENT THROUGH MEDIEVAL ART,ART,201,2,ART-201,ART-201-02,,1,CHICAGO CAMPUS,40,35,5,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,21,2: Schaumburg Course,1,A,Lecture
202510,14463,ANATOMY &PHYSIOLOGY I-lect,BIOL,123,02A,BIOL-123,BIOL-123-02A,,1,CHICAGO CAMPUS,50,49,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,21,2: Schaumburg Course,1,A,Lecture
202510,14475,GENERAL CHEMISTRY I-LECT,CHEM,201,02A,CHEM-201,CHEM-201-02A,,1,CHICAGO CAMPUS,48,46,2,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,16,21,2: Schaumburg Course,1,A,Lecture
202510,10615,VOICE (LOWER DIV),VOI,211,1,VOI-211,VOI-211-01,,1,CHICAGO CAMPUS,99,7,92,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,S,Studio
202510,10654,CONSERVATORY VOCAL ENSEMBLE,ENS,201,1,ENS-201,ENS-201-01,ET,1,CHICAGO CAMPUS,99,27,72,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,EN,Ensemble
202510,10802,UNDERGRADUATE VOICE PERF CLASS,VOI,325,1,VOI-325,VOI-325-01,,1,CHICAGO CAMPUS,25,25,0,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,A,Lecture
202510,10803,MUSICIANSHIP I:WRITTEN SKILLS,MUSC,121A,80,MUSC-121A,MUSC-121A-80,,1,CHICAGO CAMPUS,30,19,11,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,A,Lecture
202510,10804,MUSICIANSHIP I:AURAL SKILLS,MUSC,121B,80,MUSC-121B,MUSC-121B-80,,1,CHICAGO CAMPUS,30,19,11,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,A,Lecture
202510,10807,MUSICIANSHIP I:PIANO SKILLS,MUSC,121C,80,MUSC-121C,MUSC-121C-80,,1,CHICAGO CAMPUS,5,6,-1,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,A,Lecture
202510,10810,LANG SKILLS FOR SINGERS I,PERF,211,1,PERF-211,PERF-211-01,,1,CHICAGO CAMPUS,25,9,16,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,A,Lecture
202510,12768,JURY (LOWER DIV),PERF,201,1,PERF-201,PERF-201-01,,1,CHICAGO CAMPUS,999,9,990,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,P,Performance
202510,13690,COMPI: CRITICAL READ & WRITING,ENG,101,04B,ENG-101,ENG-101-04B,,1,CHICAGO CAMPUS,24,11,13,,0,RE,**Registered**,,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,A,Lecture
202510,14340,UNDERGRADUATE OPERA,ENS,301,1,ENS-301,ENS-301-01,,1,CHICAGO CAMPUS,60,18,42,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,P,Performance
202510,14606,PRO PERFORM ARTIST IN SOCIETY,ARTL,101,4,ARTL-101,ARTL-101-04,,1,CHICAGO CAMPUS,30,13,17,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,1,A,Lecture
202510,14642,INTRO TO PERFORMING ART TECH,PAID,101,1,PAID-101,PAID-101-01,,1,CHICAGO CAMPUS,20,15,5,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Voice,CHICAGO CAMPUS,18,,2: Schaumburg Course,3A,A,Lecture
202510,10947,PSYC STUDY OF RACISM,PSYC,211,1,PSYC-211,PSYC-211-01,GO,1,CHICAGO CAMPUS,40,40,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,12,18,2: Schaumburg Course,1,A,Lecture
202510,11312,FILM HISTORY,FILM,205,1,FILM-205,FILM-205-01,,1,CHICAGO CAMPUS,40,16,24,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,12,18,2: Schaumburg Course,1,A,Lecture
202510,12947,INTRO TO COMPUTER SECURITY,CST,359,98,CST-359,CST-359-98,Y1,8,ONLINE,25,25,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,12,18,3: Online Course,1,D,Online
202510,14335,EXERCISE SCI,FIT,100,98,FIT-100,FIT-100-98,,8,ONLINE,24,23,1,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,12,18,3: Online Course,1,D,Online
202510,10841,INTRODUCTION TO SOCIOLOGY,SOC,101,98,SOC-101,SOC-101-98,,8,ONLINE,25,22,3,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,7,13,3: Online Course,1,D,Online
202510,10950,THEORIES OF PERSONALITY,PSYC,243,98,PSYC-243,PSYC-243-98,,8,ONLINE,30,30,0,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,7,13,3: Online Course,1,D,Online
202510,12263,TRANSFER SUCCESS 101,TRS,101,98B,TRS-101,TRS-101-98B,,8,ONLINE,50,43,7,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,7,13,3: Online Course,1,D,Online
202510,11235,BEGINNING SPANISH I,SPAN,101,1,SPAN-101,SPAN-101-01,,1,CHICAGO CAMPUS,23,21,2,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,15,7,2: Schaumburg Course,1,A,Lecture
202510,11250,IMMIGRATION PAST AND PRESENT,SPAN,252,1,SPAN-252,SPAN-252-01,,1,CHICAGO CAMPUS,25,23,2,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,15,7,2: Schaumburg Course,1,A,Lecture
202510,11426,IMC PRINCIPLES/BEST PRACTICES,IMC,202,1,IMC-202,IMC-202-01,,1,CHICAGO CAMPUS,35,27,8,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,15,7,2: Schaumburg Course,1,A,Lecture
202510,11689,QUANTITATIVE LITERACY,MATH,110,98,MATH-110,MATH-110-98,,8,ONLINE,24,17,7,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,15,7,3: Online Course,1,D,Online
202510,13275,MATHEMATICAL FOUNDATIONS,MATH,10,02A,MATH-010,MATH-010-02A,,1,CHICAGO CAMPUS,24,20,4,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,15,7,2: Schaumburg Course,1,A,Lecture
202510,10952,RESEARCH METHODS,PSYC,285,1,PSYC-285,PSYC-285-01,,1,CHICAGO CAMPUS,40,33,7,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Radiography Tech,CHICAGO CAMPUS,16,10,2: Schaumburg Course,1,A,Lecture
202510,13360,COMPII:INTRO ACADEMIC RESEARCH,ENG,102,98A,ENG-102,ENG-102-98A,,8,ONLINE,24,16,8,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Radiography Tech,CHICAGO CAMPUS,16,10,3: Online Course,1,D,Online
202510,13370,TRANSFER SUCCESS 101,TRS,101,98H,TRS-101,TRS-101-98H,,8,ONLINE,50,41,9,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Radiography Tech,CHICAGO CAMPUS,16,10,3: Online Course,1,D,Online
202510,13782,ALGEBRAIC FOUNDATIONS,MATH,21,3,MATH-021,MATH-021-03,,1,CHICAGO CAMPUS,24,20,4,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Radiography Tech,CHICAGO CAMPUS,16,10,2: Schaumburg Course,1,A,Lecture
202510,14559,THE WORLD TO 1500,HIST,111,98,HIST-111,HIST-111-98,,8,ONLINE,25,27,-2,,1,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Radiography Tech,CHICAGO CAMPUS,16,10,3: Online Course,3B,D,Online
202510,14694,COLLEGE ALGEBRA,MATH,121,5,MATH-121,MATH-121-05,,1,CHICAGO CAMPUS,30,25,5,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Radiography Tech,CHICAGO CAMPUS,16,10,2: Schaumburg Course,1,A,Lecture
202510,11202,MICROBIOLOGY-LAB,BIOL,360,01B,BIOL-360,BIOL-360-01B,DT,1,CHICAGO CAMPUS,24,23,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,12,1,2: Schaumburg Course,1,B,Lab
202510,11600,MICROBIOLOGY-LECTURE,BIOL,360,01A,BIOL-360,BIOL-360-01A,DS,1,CHICAGO CAMPUS,24,23,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,12,1,2: Schaumburg Course,1,A,Lecture
202510,13556,FERMENTATION SCIENCE,BCHM,322,1,BCHM-322,BCHM-322-01,FN,1,CHICAGO CAMPUS,30,29,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,12,1,2: Schaumburg Course,1,V,Videoconference
202510,14464,CAREERS IN HEALTH SCIENCES,BIOL,118,1,BIOL-118,BIOL-118-01,BO,1,CHICAGO CAMPUS,40,13,27,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,12,1,2: Schaumburg Course,1,V,Videoconference
202510,14465,BIOSTATISTICS,BIOL,318,1,BIOL-318,BIOL-318-01,DJ,1,CHICAGO CAMPUS,24,23,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,12,1,2: Schaumburg Course,1,A,Lecture
202510,10905,COMPI: CRITICAL READ & WRITING,ENG,101,1,ENG-101,ENG-101-01,,1,CHICAGO CAMPUS,24,21,3,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,11807,FOUNDATIONS OF CHEMISTRY,CHEM,100,1,CHEM-100,CHEM-100-01,,1,CHICAGO CAMPUS,50,28,22,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,12545,MATHEMATICAL FOUNDATIONS,MATH,10,5,MATH-010,MATH-010-05,,1,CHICAGO CAMPUS,24,19,5,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,13087,FIRST YEAR SUCCESS COURSE,FYS,101,01T,FYS-101,FYS-101-01T,,1,CHICAGO CAMPUS,25,24,1,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,14253,THE WORLD TO 1500,HIST,111,2,HIST-111,HIST-111-02,,1,CHICAGO CAMPUS,40,37,3,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,14321,PUBLIC SPEAKING,COMM,101,05A,COMM-101,COMM-101-05A,,1,CHICAGO CAMPUS,20,19,1,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,10902,SUSTAINABLE FUTURE,SUST,210,98A,SUST-210,SUST-210-98A,,8,ONLINE,25,22,3,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,13,29,3: Online Course,3B,D,Online
202510,10937,INTRO TO CRIMINAL JUSTICE,CJL,200,98,CJL-200,CJL-200-98,,8,ONLINE,25,24,1,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,13,29,3: Online Course,3A,D,Online
202510,10950,THEORIES OF PERSONALITY,PSYC,243,98,PSYC-243,PSYC-243-98,,8,ONLINE,30,30,0,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,13,29,3: Online Course,1,D,Online
202510,12261,TRANSFER SUCCESS 101,TRS,101,98,TRS-101,TRS-101-98,,8,ONLINE,50,48,2,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,13,29,3: Online Course,1,D,Online
202510,13239,CLINICAL NUTRITION,AHS,260,98,AHS-260,AHS-260-98,,8,ONLINE,40,42,-2,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,ONLINE,13,29,3: Online Course,1,D,Online
202510,11198,"ECOL, EVOLUTION & GENETIC-LECT",BIOL,202,01A,BIOL-202,BIOL-202-01A,,1,CHICAGO CAMPUS,48,40,8,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,13,6,2: Schaumburg Course,1,A,Lecture
202510,11210,GENERAL CHEMISTRY II-LECT,CHEM,202,10A,CHEM-202,CHEM-202-10A,,1,CHICAGO CAMPUS,40,36,4,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,13,6,2: Schaumburg Course,1,A,Lecture
202510,11621,ELEMENTARY STATISTICS,MATH,217,2,MATH-217,MATH-217-02,AP,1,CHICAGO CAMPUS,30,29,1,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,13,6,2: Schaumburg Course,1,A,Lecture
202510,11642,ANATOMY & PHYSIOLOGY I-LECT,BIOL,123,01A,BIOL-123,BIOL-123-01A,,1,CHICAGO CAMPUS,50,50,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,13,6,2: Schaumburg Course,1,A,Lecture
202510,13711,ANATOMY & PHYSIOLOGY I-LAB,BIOL,123,01D,BIOL-123,BIOL-123-01D,,1,CHICAGO CAMPUS,30,30,0,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Biology,CHICAGO CAMPUS,13,6,2: Schaumburg Course,1,B,Lab
202510,13521,FOUN. OF BILINGUAL & ESL EDUC,DLED,468,98,DLED-468,DLED-468-98,,8,ONLINE,25,24,1,,0,RW,Web Registered,,Graduate,"College of Humanities, Education & Social Sciences",Bilingual - ESL Education,ONLINE,3,6,3: Online Course,3A,D,Online
202510,10907,COMPI: CRITICAL READ & WRITING,ENG,101,3,ENG-101,ENG-101-03,,1,CHICAGO CAMPUS,24,20,4,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,12198,FIRST YEAR SUCCESS COURSE,FYS,101,01O,FYS-101,FYS-101-01O,,1,CHICAGO CAMPUS,25,20,5,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,12798,PUBLIC SPEAKING,COMM,101,5,COMM-101,COMM-101-05,,1,CHICAGO CAMPUS,20,18,2,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,13175,MATHEMATICAL FOUNDATIONS,MATH,10,6,MATH-010,MATH-010-06,,1,CHICAGO CAMPUS,24,21,3,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,14041,ANCIENT THROUGH MEDIEVAL ART,ART,201,2,ART-201,ART-201-02,,1,CHICAGO CAMPUS,40,35,5,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,14556,FOUNDATIONS OF CHEMISTRY,CHEM,100,2,CHEM-100,CHEM-100-02,,1,CHICAGO CAMPUS,50,32,18,,0,RE,**Registered**,,Undergraduate,"Col of Science, Health, & Phar",Diagnostic Med Sonogrphy,CHICAGO CAMPUS,16,3,2: Schaumburg Course,1,A,Lecture
202510,11094,MEDIA WRITING,IMC,220,1,IMC-220,IMC-220-01,ZE,1,CHICAGO CAMPUS,20,19,1,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,A,Lecture
202510,11095,MARKETING RESEARCH,IMC,240,1,IMC-240,IMC-240-01,XK,1,CHICAGO CAMPUS,35,33,2,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,A,Lecture
202510,11099,LAW AND ETHICS,IMC,363,1,IMC-363,IMC-363-01,A2,1,CHICAGO CAMPUS,30,25,5,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,A,Lecture
202510,11426,IMC PRINCIPLES/BEST PRACTICES,IMC,202,1,IMC-202,IMC-202-01,,1,CHICAGO CAMPUS,35,27,8,,0,RW,Web Registered,W E Heller Col of Business,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,15,2: Schaumburg Course,1,A,Lecture
202510,11431,"STRESS, COPING, & MINDFULNESS",PSYC,203,98,PSYC-203,PSYC-203-98,,8,ONLINE,30,30,0,,0,RW,Web Registered,,Undergraduate,W E Heller Col of Business,"Digital, Adv, & Public Rel",CHICAGO CAMPUS,16,15,3: Online Course,1,D,Online
202510,11260,MGMT & METHODS OF PATIENT CARE,ALH,340,NMH,ALH-340,ALH-340-NMH,,H,ALLIED HEALTH,15,4,11,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nuclear Med Techn,CHICAGO CAMPUS,18,1,4: All Other Courses,1,A,Lecture
202510,11261,RADIATION SAFETY & PROTECTION,ALH,345,NMT,ALH-345,ALH-345-NMT,,H,ALLIED HEALTH,15,4,11,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nuclear Med Techn,CHICAGO CAMPUS,18,1,4: All Other Courses,1,A,Lecture
202510,11262,CLINICL NUCLEAR MED PRO I,ALH,349,NMH,ALH-349,ALH-349-NMH,,H,ALLIED HEALTH,15,4,11,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nuclear Med Techn,CHICAGO CAMPUS,18,1,4: All Other Courses,1,A,Lecture
202510,11497,DIAG NUCLEAR IMAGING PRACT I,ALH,344,NMH,ALH-344,ALH-344-NMH,,H,ALLIED HEALTH,20,4,16,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nuclear Med Techn,CHICAGO CAMPUS,18,1,4: All Other Courses,1,CE,Cross-educational
202510,11498,CLINICAL CORRELATION-PATHOLOGY,ALH,347,NMH,ALH-347,ALH-347-NMH,,H,ALLIED HEALTH,20,4,16,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nuclear Med Techn,CHICAGO CAMPUS,18,1,4: All Other Courses,1,CE,Cross-educational
202510,11499,RADIATION PHYSICS & INSTRUM,ALH,350,NMH,ALH-350,ALH-350-NMH,,H,ALLIED HEALTH,20,4,16,,0,RW,Web Registered,,Undergraduate,"Col of Science, Health, & Phar",Nuclear Med Techn,CHICAGO CAMPUS,18,1,4: All Other Courses,1,CE,Cross-educational
202510,10602,VIOLONCELLO (UPPER DIV),VCEL,311,1,VCEL-311,VCEL-311-01,,1,CHICAGO CAMPUS,99,8,91,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Music Education,CHICAGO CAMPUS,13,12,2: Schaumburg Course,1,S,Studio
202510,10655,ORCHESTRA,ENS,202,1,ENS-202,ENS-202-01,H6,1,CHICAGO CAMPUS,99,75,24,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Music Education,CHICAGO CAMPUS,13,12,2: Schaumburg Course,1,EN,Ensemble
202510,10719,STRING PERFORMANCE CLASS,PERF,380,1,PERF-380,PERF-380-01,EU,1,CHICAGO CAMPUS,99,0,99,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Music Education,CHICAGO CAMPUS,13,12,2: Schaumburg Course,1,A,Lecture
202510,11573,ORCH. EXCERPTS - VIOLONCELLO,PERF,344,1,PERF-344,PERF-344-01,KS,1,CHICAGO CAMPUS,15,12,3,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Music Education,CHICAGO CAMPUS,13,12,2: Schaumburg Course,1,P,Performance
202510,12770,SENIOR RECITAL,PERF,314,1,PERF-314,PERF-314-01,,1,CHICAGO CAMPUS,999,10,989,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Music Education,CHICAGO CAMPUS,13,12,2: Schaumburg Course,1,P,Performance
202510,12915,ISSUES IN MUSIC EDUCATION,ME,351,1,ME-351,ME-351-01,,1,CHICAGO CAMPUS,30,8,22,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Music Education,CHICAGO CAMPUS,13,12,2: Schaumburg Course,1,A,Lecture
202510,13572,INST METH FOR ELEM/JUNIOR HIGH,ME,313,1,ME-313,ME-313-01,,1,CHICAGO CAMPUS,15,5,10,,0,RE,**Registered**,College of Performing Arts,Undergraduate,College of Performing Arts,Music Education,CHICAGO CAMPUS,13,12,2: Schaumburg Course,1,A,Lecture
202510,10952,RESEARCH METHODS,PSYC,285,1,PSYC-285,PSYC-285-01,,1,CHICAGO CAMPUS,40,33,7,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,0,2: Schaumburg Course,1,A,Lecture
202510,11144,QUANTITATIVE LITERACY,MATH,110,1,MATH-110,MATH-110-01,,1,CHICAGO CAMPUS,24,19,5,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,0,2: Schaumburg Course,1,A,Lecture
202510,13781,PUBLIC SPEAKING,COMM,101,02A,COMM-101,COMM-101-02A,,1,CHICAGO CAMPUS,20,20,0,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,0,2: Schaumburg Course,1,A,Lecture
202510,14052,INTRODUCTION TO SOCIOLOGY,SOC,101,2,SOC-101,SOC-101-02,,1,CHICAGO CAMPUS,35,30,5,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,0,2: Schaumburg Course,1,A,Lecture
202510,14436,LEARNING & DEV. DISABILITIES,PSYC,215,1,PSYC-215,PSYC-215-01,,1,CHICAGO CAMPUS,40,36,4,,0,RW,Web Registered,,Undergraduate,"College of Humanities, Education & Social Sciences",Psychology,CHICAGO CAMPUS,15,0,2: Schaumburg Course,1,A,Lecture
202510,12618,PYTHON SCRIPT PROGRAMMING,CST,236,1,CST-236,CST-236-01,GS,1,CHICAGO CAMPUS,23,10,13,,0,AU,Audit Course,,Graduate,W E Heller Col of Business,Integrated Marketing Comm,CHICAGO CAMPUS,3,27,2: Schaumburg Course,1,A,Lecture
202510,14485,FINANCIAL MODELING FOR REES,REES,403,1,REES-403,REES-403-01,,1,CHICAGO CAMPUS,25,2,23,,0,RW,Web Registered,W E Heller Col of Business,Graduate,W E Heller Col of Business,Real Estate,CHICAGO CAMPUS,9,,2: Schaumburg Course,1,A,Lecture
202510,14486,REAL ESTATE LAW,REES,421,1,REES-421,REES-421-01,,1,CHICAGO CAMPUS,25,5,20,,0,RW,Web Registered,W E Heller Col of Business,Graduate,W E Heller Col of Business,Real Estate,CHICAGO CAMPUS,9,,2: Schaumburg Course,3A,A,Lecture
202510,14487,REAL ESTATE MGMT PRINCIPLES,REES,431,1,REES-431,REES-431-01,,1,CHICAGO CAMPUS,25,7,18,,0,RW,Web Registered,W E Heller Col of Business,Graduate,W E Heller Col of Business,Real Estate,CHICAGO CAMPUS,9,,2: Schaumburg Course,3B,A,Lecture
202510,11624,DATA MINING,CST,421,1,CST-421,CST-421-01,AM,1,CHICAGO CAMPUS,30,31,-1,,0,RE,**Registered**,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,8,2: Schaumburg Course,1,A,Lecture
202510,11700,REGRESSION & TIME SERIES,ACSC,349,10,ACSC-349,ACSC-349-10,AS,1,CHICAGO CAMPUS,24,5,19,,0,RW,Web Registered,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,8,2: Schaumburg Course,1,A,Lecture
202510,11931,INTELLIGENT SYSTEMS,CST,381,1,CST-381,CST-381-01,BD,1,CHICAGO CAMPUS,23,22,1,,0,RW,Web Registered,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,8,2: Schaumburg Course,1,A,Lecture
202510,12557,ALGORITHM DESIGN,CST,387,1,CST-387,CST-387-01,G9,1,CHICAGO CAMPUS,30,31,-1,,0,RW,Web Registered,,Graduate,"Col of Science, Health, & Phar",Computer Science,CHICAGO CAMPUS,15,8,2: Schaumburg Course,1,A,Lecture
